sentimen,tweet,normalized_tweet,clean_tweet,char_len,word_len,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
positif,"yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðÿ‘‰ 17 april ke tps kuy tusuk prabowo sandiðÿ‘š #debatfinalpilpres2019 #hoaxjkwmenangtotaldebat pic.twitter.com/7koy5l4qtq","Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ",yes saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun ðÿ  april ke tps kuy tusuk prabowo sandiðÿš debatfinalpilpres hoaxjkwmenangtotaldebat pictwittercomkoylqtq,195,26,"['yes', ',', 'saya', 'akan', 'memilih', 'capres', 'dan', 'cawapres', 'yang', 'nggak', 'akan', 'mengambil', 'gaji', 'satu', 'rupiah', 'pun', '!', 'ðÿ', '‘', '‰', '17', 'april', 'ke', 'tps', 'kuy', 'tusuk', 'prabowo', 'sandiðÿ', '‘', 'š', '#', 'debatfinalpilpres2019', '#', 'hoaxjkwmenangtotaldebat', 'pic.twitter.com/7koy5l4qtq']","['yes', ',', 'memilih', 'capres', 'cawapres', 'nggak', 'mengambil', 'gaji', 'rupiah', '!', 'ðÿ', '‘', '‰', '17', 'april', 'tps', 'kuy', 'tusuk', 'prabowo', 'sandiðÿ', '‘', 'š', '#', 'debatfinalpilpres2019', '#', 'hoaxjkwmenangtotaldebat', 'pic.twitter.com/7koy5l4qtq']","['yes', '', 'pilih', 'capres', 'cawapres', 'nggak', 'ambil', 'gaji', 'rupiah', '', '', '', '', '17', 'april', 'tps', 'kuy', 'tusuk', 'prabowo', 'sandi', '', '', '', 'debatfinalpilpres2019', '', 'hoaxjkwmenangtotaldebat', 'pic twitter com 7koy5l4qtq']",yes  pilih capres cawapres nggak ambil gaji rupiah     17 april tps kuy tusuk prabowo sandi    debatfinalpilpres2019  hoaxjkwmenangtotaldebat pic twitter com 7koy5l4qtq
positif,"iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm","Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm",iya lah ga ambil gajiyg ambilin ajudan nyawkwkm,47,8,"['iya', 'lah', 'ga', 'ambil', 'gaji', ',', 'yg', 'ambilin', 'ajudan', 'nya.wkwkm']","['iya', 'ga', 'ambil', 'gaji', ',', 'yg', 'ambilin', 'ajudan', 'nya.wkwkm']","['iya', 'ga', 'ambil', 'gaji', '', 'yg', 'ambilin', 'ajudan', 'nya wkwkm']",iya ga ambil gaji  yg ambilin ajudan nya wkwkm
netral,"ekonomi salah arah, prabowo salahkan presiden-presiden sebelum jokowi #prabowosalahkansby https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/â â€¦","Ekonomi Salah Arah, Prabowo Salahkan Presiden-Presiden Sebelum Jokowi #PrabowoSalahkanSBY https://www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/Â â€¦",ekonomi salah arah prabowo salahkan presidenpresiden sebelum jokowi prabowosalahkansby httpswwwjawaposcomekonomibisnisekonomisalaharahprabowosalahkanpresidenpresidensebelumjokowiâ â,181,11,"['ekonomi', 'salah', 'arah', ',', 'prabowo', 'salahkan', 'presiden-presiden', 'sebelum', 'jokowi', '#', 'prabowosalahkansby', 'https', ':', '//www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/â', 'â€¦']","['ekonomi', 'salah', 'arah', ',', 'prabowo', 'salahkan', 'presiden-presiden', 'jokowi', '#', 'prabowosalahkansby', 'https', ':', '//www.jawapos.com/ekonomi/bisnis/13/04/2019/ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi/â', 'â€¦']","['ekonomi', 'salah', 'arah', '', 'prabowo', 'salah', 'presiden', 'jokowi', '', 'prabowosalahkansby', 'https', '', 'www jawapos com ekonomi bisnis 13 04 2019 ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi', '']",ekonomi salah arah  prabowo salah presiden jokowi  prabowosalahkansby https  www jawapos com ekonomi bisnis 13 04 2019 ekonomi-salah-arah-prabowo-salahkan-presiden-presiden-sebelum-jokowi 
positif,"alhamdulillah,smoga terlaksana cita2 #prabowosandi.aamiin  ""janji tak ambil gaji jika menang pilpres,prabowo:bukti kita tulus"" #prabowosandimenangdebat #hoaxjkwmenangtotaldebat pic.twitter.com/h4nhvggvtd","Alhamdulillah,smoga terlaksana cita2 #prabowosandi.Aamiin  ""Janji Tak Ambil Gaji Jika Menang Pilpres,Prabowo:Bukti Kita Tulus"" #PrabowoSandiMenangDebat #HoaxJkwMenangTotalDebat pic.twitter.com/H4nHVGgVtD",alhamdulillahsmoga terlaksana cita prabowosandiaamiin  janji tak ambil gaji jika menang pilpresprabowobukti kita tulus prabowosandimenangdebat hoaxjkwmenangtotaldebat pictwittercomhnhvggvtd,189,16,"['alhamdulillah', ',', 'smoga', 'terlaksana', 'cita2', '#', 'prabowosandi.aamiin', '``', 'janji', 'tak', 'ambil', 'gaji', 'jika', 'menang', 'pilpres', ',', 'prabowo', ':', 'bukti', 'kita', 'tulus', ""''"", '#', 'prabowosandimenangdebat', '#', 'hoaxjkwmenangtotaldebat', 'pic.twitter.com/h4nhvggvtd']","['alhamdulillah', ',', 'smoga', 'terlaksana', 'cita2', '#', 'prabowosandi.aamiin', '``', 'janji', 'ambil', 'gaji', 'menang', 'pilpres', ',', 'prabowo', ':', 'bukti', 'tulus', ""''"", '#', 'prabowosandimenangdebat', '#', 'hoaxjkwmenangtotaldebat', 'pic.twitter.com/h4nhvggvtd']","['alhamdulillah', '', 'smoga', 'laksana', 'cita2', '', 'prabowosandi aamiin', '', 'janji', 'ambil', 'gaji', 'menang', 'pilpres', '', 'prabowo', '', 'bukti', 'tulus', '', '', 'prabowosandimenangdebat', '', 'hoaxjkwmenangtotaldebat', 'pic twitter com h4nhvggvtd']",alhamdulillah  smoga laksana cita2  prabowosandi aamiin  janji ambil gaji menang pilpres  prabowo  bukti tulus   prabowosandimenangdebat  hoaxjkwmenangtotaldebat pic twitter com h4nhvggvtd
positif,"jika terpilih, prabowo-sandiaga janji tak ambil gaji. . gak ada yg kek beginian di tetangga sebelah. mantul bang...  http://detik.id/64ss5râ ","Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji. . Gak ada yg kek beginian di tetangga sebelah. Mantul Bang...  http://detik.id/64sS5rÂ ",jika terpilih prabowosandiaga janji tak ambil gaji  gak ada yg kek beginian di tetangga sebelah mantul bang  httpdetikidssrâ,124,18,"['jika', 'terpilih', ',', 'prabowo-sandiaga', 'janji', 'tak', 'ambil', 'gaji', '.', '.', 'gak', 'ada', 'yg', 'kek', 'beginian', 'di', 'tetangga', 'sebelah', '.', 'mantul', 'bang', '...', 'http', ':', '//detik.id/64ss5râ']","['terpilih', ',', 'prabowo-sandiaga', 'janji', 'ambil', 'gaji', '.', '.', 'gak', 'yg', 'kek', 'tetangga', 'sebelah', '.', 'mantul', 'bang', '...', 'http', ':', '//detik.id/64ss5râ']","['pilih', '', 'prabowo-sandiaga', 'janji', 'ambil', 'gaji', '', '', 'gak', 'yg', 'kek', 'tetangga', 'belah', '', 'mantul', 'bang', '', 'http', '', 'detik id 64ss5r']",pilih  prabowo-sandiaga janji ambil gaji   gak yg kek tetangga belah  mantul bang  http  detik id 64ss5r
positif,"setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. nkri harga mati merdeka ðÿ’ªðÿ‡®ðÿ‡©","Setuju pak @jokowi  nomer satu adalah persatuan bangsa, urusan presiden nomer dua saja. NKRI harga mati Merdeka ðŸ’aðŸ‡®ðŸ‡©",setuju pak jokowi  nomer satu adalah persatuan bangsa urusan presiden nomer dua saja nkri harga mati merdeka ðÿaðÿðÿ,116,18,"['setuju', 'pak', '@', 'jokowi', 'nomer', 'satu', 'adalah', 'persatuan', 'bangsa', ',', 'urusan', 'presiden', 'nomer', 'dua', 'saja', '.', 'nkri', 'harga', 'mati', 'merdeka', 'ðÿ', '’', 'ªðÿ‡®ðÿ‡©']","['setuju', '@', 'jokowi', 'nomer', 'persatuan', 'bangsa', ',', 'urusan', 'presiden', 'nomer', '.', 'nkri', 'harga', 'mati', 'merdeka', 'ðÿ', '’', 'ªðÿ‡®ðÿ‡©']","['tuju', '', 'jokowi', 'nomer', 'satu', 'bangsa', '', 'urus', 'presiden', 'nomer', '', 'nkri', 'harga', 'mati', 'merdeka', '', '', '']",tuju  jokowi nomer satu bangsa  urus presiden nomer  nkri harga mati merdeka   
positif,"setuju. bang sandi emg paham betul soal ekonomi, pak prabowo paham betul masalah pertahanan dan keamanan. pas pokoknya","setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya",setuju bang sandi emg paham betul soal ekonomi pak prabowo paham betul masalah pertahanan dan keamanan pas pokoknya,115,18,"['setuju', '.', 'bang', 'sandi', 'emg', 'paham', 'betul', 'soal', 'ekonomi', ',', 'pak', 'prabowo', 'paham', 'betul', 'masalah', 'pertahanan', 'dan', 'keamanan', '.', 'pas', 'pokoknya']","['setuju', '.', 'bang', 'sandi', 'emg', 'paham', 'ekonomi', ',', 'prabowo', 'paham', 'pertahanan', 'keamanan', '.', 'pas', 'pokoknya']","['tuju', '', 'bang', 'sandi', 'emg', 'paham', 'ekonomi', '', 'prabowo', 'paham', 'tahan', 'aman', '', 'pas', 'pokok']",tuju  bang sandi emg paham ekonomi  prabowo paham tahan aman  pas pokok
netral,"pak jokowi, semalam tanya soal e-sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. tapi dijawab dengan kebutuhan pangan.","Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan.",pak jokowi semalam tanya soal esport sebenarnya arahnya mau ke perkembangan investasi  ekonomi digital tapi dijawab dengan kebutuhan pangan,139,19,"['pak', 'jokowi', ',', 'semalam', 'tanya', 'soal', 'e-sport', ',', 'sebenarnya', 'arahnya', 'mau', 'ke', 'perkembangan', 'investasi', '&', 'ekonomi', 'digital', '.', 'tapi', 'dijawab', 'dengan', 'kebutuhan', 'pangan', '.']","['jokowi', ',', 'semalam', 'e-sport', ',', 'arahnya', 'perkembangan', 'investasi', '&', 'ekonomi', 'digital', '.', 'kebutuhan', 'pangan', '.']","['jokowi', '', 'malam', 'e-sport', '', 'arah', 'kembang', 'investasi', '', 'ekonomi', 'digital', '', 'butuh', 'pangan', '']",jokowi  malam e-sport  arah kembang investasi  ekonomi digital  butuh pangan 
netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?","mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?",mungkin nanti kalo pak jokowi kepilih lagi alangkah lebih baiknya menajdikan paslon  jadi menteri ekonomi jadi indonesia makin maju  tos dulu dong gw dah cocok jd presiden blm,175,28,"['mungkin', 'nanti', 'kalo', 'pak', 'jokowi', 'kepilih', 'lagi', ',', 'alangkah', 'lebih', 'baiknya', 'menajdikan', 'paslon', '2', 'jadi', 'menteri', 'ekonomi', '.', 'jadi', 'indonesia', 'makin', 'maju', '.', 'tos', 'dulu', 'dong', ',', 'gw', 'dah', 'cocok', 'jd', 'presiden', 'blm', '?']","['kalo', 'jokowi', 'kepilih', ',', 'alangkah', 'baiknya', 'menajdikan', 'paslon', '2', 'menteri', 'ekonomi', '.', 'indonesia', 'maju', '.', 'tos', ',', 'gw', 'dah', 'cocok', 'jd', 'presiden', 'blm', '?']","['kalo', 'jokowi', 'pilih', '', 'alangkah', 'baik', 'menajdikan', 'paslon', '2', 'menteri', 'ekonomi', '', 'indonesia', 'maju', '', 'tos', '', 'gw', 'dah', 'cocok', 'jd', 'presiden', 'blm', '']",kalo jokowi pilih  alangkah baik menajdikan paslon 2 menteri ekonomi  indonesia maju  tos  gw dah cocok jd presiden blm 
negatif,nggak terima gaji tapi ngeruk yg lainðÿ˜š,Nggak terima gaji tapi ngeruk yg lainðŸ ̃Š,nggak terima gaji tapi ngeruk yg lainðÿ š,41,8,"['nggak', 'terima', 'gaji', 'tapi', 'ngeruk', 'yg', 'lainðÿ˜š']","['nggak', 'terima', 'gaji', 'ngeruk', 'yg', 'lainðÿ˜š']","['nggak', 'terima', 'gaji', 'ngeruk', 'yg', 'lain']",nggak terima gaji ngeruk yg lain
negatif,"itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn p. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara.","Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara.",itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang lain dgn p jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg  tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara,270,42,"['itulah', 'kehebatan', 'seorg', 'wowo', 'dan', 'tim', 'ekonominya', 'yg', 'selalu', 'berpikir', 'mundur', 'kebelakang', ',', 'lain', 'dgn', 'p.', 'jokowi', 'dan', 'tim', 'ekonominya', 'yg', 'berpikiran', 'kedpn', 'demi', 'masa', 'dpn', 'generasi', 'yg', 'akn', 'dtg', '.', 'tim', 'ekonom', 'wowo', 'hanya', 'berpikir', 'bagaimana', 'menyenangkan', 'rakyat', 'dgn', 'subsidi', 'yg', 'sifatnya', 'sementara', '.']","['kehebatan', 'seorg', 'wowo', 'tim', 'ekonominya', 'yg', 'berpikir', 'mundur', 'kebelakang', ',', 'dgn', 'p.', 'jokowi', 'tim', 'ekonominya', 'yg', 'berpikiran', 'kedpn', 'dpn', 'generasi', 'yg', 'akn', 'dtg', '.', 'tim', 'ekonom', 'wowo', 'berpikir', 'menyenangkan', 'rakyat', 'dgn', 'subsidi', 'yg', 'sifatnya', '.']","['hebat', 'seorg', 'wowo', 'tim', 'ekonomi', 'yg', 'pikir', 'mundur', 'belakang', '', 'dgn', 'p', 'jokowi', 'tim', 'ekonomi', 'yg', 'pikir', 'kedpn', 'dpn', 'generasi', 'yg', 'akn', 'dtg', '', 'tim', 'ekonom', 'wowo', 'pikir', 'senang', 'rakyat', 'dgn', 'subsidi', 'yg', 'sifat', '']",hebat seorg wowo tim ekonomi yg pikir mundur belakang  dgn p jokowi tim ekonomi yg pikir kedpn dpn generasi yg akn dtg  tim ekonom wowo pikir senang rakyat dgn subsidi yg sifat 
positif,isu sdg dibahas saat pk jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,isu sdg dibahas saat pk jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,115,16,"['isu', 'sdg', 'dibahas', 'saat', 'pk', 'jokowi', 'menjelaskan', 'kalau', 'pertumbuhan', 'ekonomi', 'tdk', 'berarti', 'kalau', 'ketimpangan', 'tdk', 'diperhatikan']","['isu', 'sdg', 'dibahas', 'pk', 'jokowi', 'pertumbuhan', 'ekonomi', 'tdk', 'ketimpangan', 'tdk', 'diperhatikan']","['isu', 'sdg', 'bahas', 'pk', 'jokowi', 'tumbuh', 'ekonomi', 'tdk', 'timpang', 'tdk', 'perhati']",isu sdg bahas pk jokowi tumbuh ekonomi tdk timpang tdk perhati
negatif,"sumber uangnya jelas dan jumlahnya cuma 50 milyar.  dibanding wowo genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?","Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?",sumber uangnya jelas dan jumlahnya cuma  milyar  dibanding wowo genderuwo yg  trilyun dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu,160,24,"['sumber', 'uangnya', 'jelas', 'dan', 'jumlahnya', 'cuma', '50', 'milyar', '.', 'dibanding', 'wowo', 'genderuwo', 'yg', '1,9', 'trilyun', ',', 'dari', 'manakah', 'prajurit', 'yg', 'makan', 'dari', 'gaji', 'negara', 'bisa', 'ngumpulin', 'duit', 'segitu', '?']","['sumber', 'uangnya', '50', 'milyar', '.', 'dibanding', 'wowo', 'genderuwo', 'yg', '1,9', 'trilyun', ',', 'manakah', 'prajurit', 'yg', 'makan', 'gaji', 'negara', 'ngumpulin', 'duit', 'segitu', '?']","['sumber', 'uang', '50', 'milyar', '', 'banding', 'wowo', 'genderuwo', 'yg', '1 9', 'trilyun', '', 'mana', 'prajurit', 'yg', 'makan', 'gaji', 'negara', 'ngumpulin', 'duit', 'segitu', '']",sumber uang 50 milyar  banding wowo genderuwo yg 1 9 trilyun  mana prajurit yg makan gaji negara ngumpulin duit segitu 
netral,"pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik.","Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik.",pajak income naik pajak kendaraan naik pbb naik pajak usaha naik,64,11,"['pajak', 'income', 'naik', ',', 'pajak', 'kendaraan', 'naik', ',', 'pbb', 'naik', ',', 'pajak', 'usaha', 'naik', '.']","['pajak', 'income', ',', 'pajak', 'kendaraan', ',', 'pbb', ',', 'pajak', 'usaha', '.']","['pajak', 'income', '', 'pajak', 'kendara', '', 'pbb', '', 'pajak', 'usaha', '']",pajak income  pajak kendara  pbb  pajak usaha 
negatif,"insinyur kehutanan mau ""ngajari"" pengusaha besar yg doktor dan mba ttg ekonomi makro. yang waras sopo ??? tgl.17/4 datangi ""tps"" (tusuk prabowo sandi)","Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur kehutanan mau ngajari pengusaha besar yg doktor dan mba ttg ekonomi makro yang waras sopo  tgl datangi tps tusuk prabowo sandi,135,22,"['insinyur', 'kehutanan', 'mau', '``', 'ngajari', ""''"", 'pengusaha', 'besar', 'yg', 'doktor', 'dan', 'mba', 'ttg', 'ekonomi', 'makro', '.', 'yang', 'waras', 'sopo', '?', '?', '?', 'tgl.17/4', 'datangi', '``', 'tps', ""''"", '(', 'tusuk', 'prabowo', 'sandi', ')']","['insinyur', 'kehutanan', '``', 'ngajari', ""''"", 'pengusaha', 'yg', 'doktor', 'mba', 'ttg', 'ekonomi', 'makro', '.', 'waras', 'sopo', '?', '?', '?', 'tgl.17/4', 'datangi', '``', 'tps', ""''"", '(', 'tusuk', 'prabowo', 'sandi', ')']","['insinyur', 'hutan', '', 'ngajari', '', 'usaha', 'yg', 'doktor', 'mba', 'ttg', 'ekonomi', 'makro', '', 'waras', 'sopo', '', '', '', 'tgl 17 4', 'datang', '', 'tps', '', '', 'tusuk', 'prabowo', 'sandi', '']",insinyur hutan  ngajari  usaha yg doktor mba ttg ekonomi makro  waras sopo    tgl 17 4 datang  tps   tusuk prabowo sandi 
positif,"blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. cek akal sehat  prabowo-sandi tak mau digaji, berapa gaji presiden sekarang?  http://detik.id/6yxlcdâ ","Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ ",blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat yg sdh hd presiden saja blm pernah dengar cek akal sehat  prabowosandi tak mau digaji berapa gaji presiden sekarang  httpdetikidyxlcdâ,219,34,"['blm', 'ada', 'capres', 'dan', 'cawapres', 'mau', 'buat', 'janji', 'tdk', 'akan', 'menerima', 'gajinya', 'selama', 'menjabat', ',', 'yg', 'sdh', 'hd', 'presiden', 'saja', 'blm', 'pernah', 'dengar', '.', 'cek', 'akal', 'sehat', 'prabowo-sandi', 'tak', 'mau', 'digaji', ',', 'berapa', 'gaji', 'presiden', 'sekarang', '?', 'http', ':', '//detik.id/6yxlcdâ']","['blm', 'capres', 'cawapres', 'janji', 'tdk', 'menerima', 'gajinya', 'menjabat', ',', 'yg', 'sdh', 'hd', 'presiden', 'blm', 'dengar', '.', 'cek', 'akal', 'sehat', 'prabowo-sandi', 'digaji', ',', 'gaji', 'presiden', '?', 'http', ':', '//detik.id/6yxlcdâ']","['blm', 'capres', 'cawapres', 'janji', 'tdk', 'terima', 'gaji', 'jabat', '', 'yg', 'sdh', 'hd', 'presiden', 'blm', 'dengar', '', 'cek', 'akal', 'sehat', 'prabowo-sandi', 'gaji', '', 'gaji', 'presiden', '', 'http', '', 'detik id 6yxlcd']",blm capres cawapres janji tdk terima gaji jabat  yg sdh hd presiden blm dengar  cek akal sehat prabowo-sandi gaji  gaji presiden  http  detik id 6yxlcd
negatif,"insinyur kehutanan ( bener gak sih??) mau ""ngajari"" pengusaha besar yg doktor dan mba ttg ekonomi makro. yang waras sopo ??? tgl.17/4 datangi ""tps"" (tusuk prabowo sandi)","Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur kehutanan  bener gak sih mau ngajari pengusaha besar yg doktor dan mba ttg ekonomi makro yang waras sopo  tgl datangi tps tusuk prabowo sandi,150,25,"['insinyur', 'kehutanan', '(', 'bener', 'gak', 'sih', '?', '?', ')', 'mau', '``', 'ngajari', ""''"", 'pengusaha', 'besar', 'yg', 'doktor', 'dan', 'mba', 'ttg', 'ekonomi', 'makro', '.', 'yang', 'waras', 'sopo', '?', '?', '?', 'tgl.17/4', 'datangi', '``', 'tps', ""''"", '(', 'tusuk', 'prabowo', 'sandi', ')']","['insinyur', 'kehutanan', '(', 'bener', 'gak', 'sih', '?', '?', ')', '``', 'ngajari', ""''"", 'pengusaha', 'yg', 'doktor', 'mba', 'ttg', 'ekonomi', 'makro', '.', 'waras', 'sopo', '?', '?', '?', 'tgl.17/4', 'datangi', '``', 'tps', ""''"", '(', 'tusuk', 'prabowo', 'sandi', ')']","['insinyur', 'hutan', '', 'bener', 'gak', 'sih', '', '', '', '', 'ngajari', '', 'usaha', 'yg', 'doktor', 'mba', 'ttg', 'ekonomi', 'makro', '', 'waras', 'sopo', '', '', '', 'tgl 17 4', 'datang', '', 'tps', '', '', 'tusuk', 'prabowo', 'sandi', '']",insinyur hutan  bener gak sih     ngajari  usaha yg doktor mba ttg ekonomi makro  waras sopo    tgl 17 4 datang  tps   tusuk prabowo sandi 
negatif,pilih pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðÿ˜ #beranipilih02 pic.twitter.com/f2ptpoigqk,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ ̃ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk,pilih pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðÿ  beranipilih pictwittercomfptpoigqk,100,12,"['pilih', 'pemimpin', 'yang', 'mengabdi', 'bukan', 'seperti', 'jokowi', 'ngemis', 'gaji', 'ðÿ˜\x81', '#', 'beranipilih02', 'pic.twitter.com/f2ptpoigqk']","['pilih', 'pemimpin', 'mengabdi', 'jokowi', 'ngemis', 'gaji', 'ðÿ˜\x81', '#', 'beranipilih02', 'pic.twitter.com/f2ptpoigqk']","['pilih', 'pimpin', 'abdi', 'jokowi', 'ngemis', 'gaji', '', '', 'beranipilih02', 'pic twitter com f2ptpoigqk']",pilih pimpin abdi jokowi ngemis gaji   beranipilih02 pic twitter com f2ptpoigqk
negatif,"lah itu naik pesawat, sewa hotel bisa, terus ekonomi indonesia mana yang darurat?","Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?",lah itu naik pesawat sewa hotel bisa terus ekonomi indonesia mana yang darurat,78,13,"['lah', 'itu', 'naik', 'pesawat', ',', 'sewa', 'hotel', 'bisa', ',', 'terus', 'ekonomi', 'indonesia', 'mana', 'yang', 'darurat', '?']","['pesawat', ',', 'sewa', 'hotel', ',', 'ekonomi', 'indonesia', 'darurat', '?']","['pesawat', '', 'sewa', 'hotel', '', 'ekonomi', 'indonesia', 'darurat', '']",pesawat  sewa hotel  ekonomi indonesia darurat 
positif,bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt aremania vs bonek..hargailah org yg maju utk menjadi calon cawapres,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres,bpk pasti menangsayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang bpksehingga saat ini anak bangsa terpecah dan saling benci dan luka ini sulit sembuhspt aremania vs bonekhargailah org yg maju utk menjadi calon cawapres,256,39,"['bpk', 'pasti', 'menang', '...', 'sayang', 'keinginan', 'menang', 'bpk', 'terlalu', 'besar', 'shg', 'berbagai', 'macam', 'cara', 'dilakukan', 'oleh', 'orang2', 'bpk', '..', 'sehingga', 'saat', 'ini', 'anak', 'bangsa', 'terpecah', 'dan', 'saling', 'benci', '..', 'dan', 'luka', 'ini', 'sulit', 'sembuh', '...', 'spt', 'aremania', 'vs', 'bonek', '..', 'hargailah', 'org', 'yg', 'maju', 'utk', 'menjadi', 'calon', 'cawapres']","['bpk', 'menang', '...', 'sayang', 'menang', 'bpk', 'shg', 'orang2', 'bpk', '..', 'anak', 'bangsa', 'terpecah', 'benci', '..', 'luka', 'sulit', 'sembuh', '...', 'spt', 'aremania', 'vs', 'bonek', '..', 'hargailah', 'org', 'yg', 'maju', 'utk', 'calon', 'cawapres']","['bpk', 'menang', '', 'sayang', 'menang', 'bpk', 'shg', 'orang2', 'bpk', '', 'anak', 'bangsa', 'pecah', 'benci', '', 'luka', 'sulit', 'sembuh', '', 'spt', 'aremania', 'vs', 'bonek', '', 'harga', 'org', 'yg', 'maju', 'utk', 'calon', 'cawapres']",bpk menang  sayang menang bpk shg orang2 bpk  anak bangsa pecah benci  luka sulit sembuh  spt aremania vs bonek  harga org yg maju utk calon cawapres
